Invoice Number,Date Time,Customer ID,Product ID,Quantity,Price per Unit,Return Status,Sales Channel,Total Sales,Customer Age Group,Region,Product Category
18120,01/01/2021 15:24,97,41,7,91.05,Not Returned,In-Store,637.35,56+,East,Accessories
18121,08/01/2021 23:30,5,39,7,29.04,Not Returned,In-Store,203.28,56+,West,Accessories
18122,08/01/2021 16:38,93,5,2,41.25,Not Returned,Online,82.5,36-45,North,Clothing
1812,10/01/2021 08:06,92,28,4,52.58,Not Returned,Online,210.32,18-25,South,Footwear
18123,09/01/2021 09:37,58,35,4,22.07,Not Returned,Online,88.28,26-35,West,Footwear
18124,10/01/2021 04:33,48,3,4,32.87,Not Returned,In-Store,131.48,56+,West,Footwear
18125,04/01/2021 22:13,12,26,5,35.34,Not Returned,In-Store,176.7,36-45,West,Footwear
18126,03/01/2021 13:45,41,17,2,33.46,Not Returned,In-Store,66.92,46-55,East,Accessories
18127,10/01/2021 08:34,68,5,4,72.94,Not Returned,Online,291.76,26-35,North,Clothing
18128,05/01/2021 17:37,65,22,3,41.67,Not Returned,Online,125.01,26-35,West,Clothing
18129,08/01/2021 13:13,75,19,7,54.86,Not Returned,Online,384.02,56+,West,Foot wear
18130,02/01/2021 04:32,6,42,2,80.04,Not Returned,In-Store,160.08,26-35,South,Foot wear
18131,04/01/2021 12:46,93,5,7,25.79,Not Returned,In-Store,180.53,36-45,North,Clothing
18132,01/01/2021 06:02,84,32,5,76.16,Not Returned,Online,380.8,56+,West,Clothing
18133,09/01/2021 10:02,61,9,1,24.36,Not Returned,Online,24.36,26-35,East,Foot wear
18134,04/01/2021 08:31,76,2,6,27.04,Not Returned,Online,162.24,26-35,West,Clothing
18135,08/01/2021 02:13,99,9,3,30.09,Not Returned,In-Store,90.27,26-35,South,Foot wear
18136,03/01/2021 21:08,11,49,2,40.96,Not Returned,In-Store,81.92,46-55,South,Footwear
18137,09/01/2021 14:06,7,31,5,32.71,Not Returned,Online,163.55,,North,Clothing
1813,04/01/2021 14:02,90,8,4,27.6,Not Returned,Online,110.4,36-45,North,Accessories
18138,10/01/2021 13:15,35,18,3,67.79,Not Returned,In-Store,203.37,36-45,East,Footwear
18139,09/01/2021 14:12,56,42,1,47.9,Not Returned,Online,47.9,18-25,East,Foot wear
18140,10/01/2021 16:37,38,22,6,86.37,Not Returned,Online,518.22,56+,South,Clothing
18141,04/01/2021 13:57,46,26,4,39.63,Not Returned,Online,158.52,18-25,West,Footwear
18142,10/01/2021 15:24,76,34,4,29.83,Not Returned,In-Store,119.32,26-35,West,Footwear
18143,08/01/2021 05:18,99,47,2,91.82,Not Returned,Online,183.64,26-35,South,Footwear
18145,03/01/2021 05:33,88,37,5,28.41,Not Returned,In-Store,142.05,18-25,North,Footwear
18146,11/01/2021 04:29,29,17,5,97.23,Not Returned,In-Store,486.15,46-55,East,Accessories
18147,07/01/2021 18:00,86,26,3,90.9,Not Returned,Online,272.7,18-25,East,Footwear
18148,07/01/2021 05:27,31,29,6,98.52,Not Returned,Online,591.12,36-45,South,Foot wear
18149,01/01/2021 05:17,53,9,7,45.08,Not Returned,Online,315.56,46-55,East,Foot wear
18150,05/01/2021 00:41,4,26,7,53.58,Not Returned,In-Store,375.06,56+,West,Footwear
18151,05/01/2021 17:20,3,35,1,31.26,Not Returned,In-Store,31.26,36-45,North,Footwear
18152,05/01/2021 04:56,8,45,1,54.24,Not Returned,In-Store,54.24,,West,Footwear
1815,02/01/2021 11:58,27,5,5,52.11,Not Returned,Online,260.55,36-45,North,Clothing
18155,01/01/2021 09:29,71,2,1,79.72,Not Returned,In-Store,79.72,18-25,North,Clothing
18156,11/01/2021 04:34,58,42,5,64.77,Not Returned,Online,323.85,26-35,West,Foot wear
18157,11/01/2021 04:42,33,15,7,22.53,Not Returned,In-Store,157.71,46-55,East,Footwear
18158,07/01/2021 11:46,72,45,3,89.26,Not Returned,Online,267.78,56+,South,Footwear
18160,05/01/2021 11:01,39,35,3,37.7,Not Returned,Online,113.1,18-25,West,Footwear
18161,03/01/2021 04:24,63,13,6,64.65,Not Returned,Online,387.9,56+,East,Footwear
18163,07/01/2021 01:23,89,22,5,89.33,Not Returned,In-Store,446.65,46-55,North,Clothing
1816,11/01/2021 02:57,50,39,5,84.36,Not Returned,Online,421.8,46-55,South,Accessories
18164,09/01/2021 22:44,67,18,1,82.55,Not Returned,Online,82.55,26-35,South,Footwear
18165,05/01/2021 18:09,11,38,7,84.45,Not Returned,Online,591.15,46-55,South,Footwear
18166,01/01/2021 23:21,6,30,2,58.51,Not Returned,Online,117.02,26-35,South,Clothing
18167,01/01/2021 10:19,1,6,5,78.06,Not Returned,Online,390.3,46-55,West,Accessories
18168,05/01/2021 14:37,31,27,2,85.3,Not Returned,In-Store,170.6,36-45,South,Footwear
18169,02/01/2021 00:33,51,29,6,78.32,Not Returned,In-Store,469.92,46-55,East,Foot wear
18170,02/01/2021 16:19,52,13,4,47.76,Not Returned,Online,191.04,46-55,East,Footwear
18171,07/01/2021 11:19,71,40,7,98.85,Not Returned,In-Store,691.95,18-25,North,Accessories
1817,09/01/2021 21:32,93,2,6,26.72,Not Returned,Online,160.32,36-45,North,Clothing
18172,03/01/2021 00:22,87,44,1,89.23,Not Returned,Online,89.23,18-25,South,Accessories
18173,06/01/2021 04:31,59,32,4,57.63,Not Returned,Online,230.52,46-55,North,Clothing
18174,11/01/2021 08:49,45,33,3,42.62,Not Returned,In-Store,127.86,26-35,North,Accessories
18176,09/01/2021 22:41,23,28,2,27.33,Not Returned,Online,54.66,46-55,East,Footwear
18177,05/01/2021 15:02,78,10,3,68.84,Not Returned,Online,206.52,46-55,South,Footwear
18178,05/01/2021 15:04,16,38,4,49.39,Not Returned,In-Store,197.56,26-35,West,Footwear
18179,09/01/2021 11:47,4,47,6,53.92,Not Returned,Online,323.52,56+,West,Footwear
18180,07/01/2021 20:04,70,2,1,87.47,Not Returned,Online,87.47,46-55,North,Clothing
18181,03/01/2021 09:46,95,7,1,74.25,Not Returned,Online,74.25,18-25,North,Footwear
1818,06/01/2021 22:18,37,21,1,95.06,Not Returned,On line,95.06,36-45,South,Clothing
18182,10/01/2021 05:11,14,37,4,94.72,Not Returned,Online,378.88,26-35,East,Footwear
18183,06/01/2021 23:19,92,9,3,42.73,Not Returned,Online,128.19,18-25,South,Foot wear
18184,11/01/2021 05:09,36,16,1,36.67,Not Returned,In-Store,36.67,56+,East,Footwear
18186,08/01/2021 03:15,8,23,4,30.13,Not Returned,Online,120.52,,West,Clothing
18187,01/01/2021 21:30,59,37,7,30.61,Not Returned,In-Store,214.27,46-55,North,Footwear
18188,08/01/2021 12:10,39,2,2,35.56,Not Returned,Online,71.12,18-25,West,Clothing
18189,08/01/2021 14:31,33,29,5,41.9,Not Returned,In-Store,209.5,46-55,East,Foot wear
18190,03/01/2021 14:22,74,30,1,46.41,Not Returned,In-Store,46.41,26-35,West,Clothing
18191,03/01/2021 06:00,42,15,1,52.47,Not Returned,Online,52.47,18-25,East,Footwear
18193,11/01/2021 06:07,91,49,4,33.86,Not Returned,Online,135.44,36-45,East,Footwear
18194,02/01/2021 01:43,12,1,6,46,Not Returned,Online,276,36-45,West,Accessories
18195,02/01/2021 06:50,26,3,7,59.31,Not Returned,In-Store,415.17,36-45,East,Footwear
18196,07/01/2021 05:23,82,25,7,82.45,Not Returned,Online,577.15,18-25,South,Clothing
18197,09/01/2021 05:36,78,17,2,39.88,Not Returned,In-Store,79.76,46-55,South,Accessories
18198,04/01/2021 17:33,81,42,1,21.13,Not Returned,Online,21.13,56+,West,Foot wear
1819,05/01/2021 05:48,6,9,5,63.66,Not Returned,Online,318.3,26-35,South,Foot wear
18199,07/01/2021 00:05,87,27,1,44.21,Not Returned,Online,44.21,18-25,South,Footwear
18200,08/01/2021 19:15,13,11,2,59.39,Not Returned,Online,118.78,56+,North,Clothing
18201,09/01/2021 18:59,96,20,3,34.82,Not Returned,In-Store,104.46,36-45,North,Clothing
18202,08/01/2021 18:01,67,27,3,94.97,Not Returned,Online,284.91,26-35,South,Footwear
1820,05/01/2021 17:12,93,29,4,27.88,Not Returned,Online,111.52,36-45,North,Foot wear
18203,09/01/2021 13:35,83,42,5,70.48,Not Returned,Online,352.4,56+,East,Foot wear
18204,08/01/2021 04:04,24,8,3,45.84,Not Returned,In-Store,137.52,18-25,South,Accessories
18205,06/01/2021 16:52,97,42,2,95.75,Not Returned,In-Store,191.5,56+,East,Foot wear
18206,02/01/2021 06:49,69,41,3,23.3,Not Returned,In-Store,69.9,46-55,South,Accessories
18207,04/01/2021 23:05,18,33,5,90.54,Not Returned,In-Store,452.7,56+,East,Accessories
18210,06/01/2021 13:11,61,50,1,23.64,Not Returned,In-Store,23.64,26-35,East,Accessories
18211,10/01/2021 22:17,42,30,1,31.66,Not Returned,Online,31.66,18-25,East,Clothing
18212,09/01/2021 00:27,45,2,7,96.49,Not Returned,Online,675.43,26-35,North,Clothing
1821,01/01/2021 09:51,82,24,1,58.52,Not Returned,In-Store,58.52,18-25,South,Accessories
18213,02/01/2021 02:22,79,6,6,29.12,Not Returned,In-Store,174.72,46-55,South,Accessories
18215,04/01/2021 15:48,80,30,5,45.15,Not Returned,Online,225.75,46-55,East,Clothing
18217,02/01/2021 05:01,29,1,2,42.23,Not Returned,In-Store,84.46,46-55,East,Accessories
18218,01/01/2021 19:38,75,39,4,85.18,Not Returned,In-Store,340.72,56+,West,Accessories
18219,07/01/2021 07:49,79,44,6,70.81,Not Returned,Online,424.86,46-55,South,Accessories
18220,05/01/2021 01:31,91,29,3,50.95,Not Returned,In-Store,152.85,36-45,East,Footwear
18221,03/01/2021 03:25,87,12,6,31.58,Not Returned,Online,189.48,18-25,South,Clothing
18222,07/01/2021 10:43,8,42,5,57.52,Not Returned,Online,287.6,,West,Foot wear
18223,07/01/2021 01:13,97,14,7,65.97,Not Returned,Online,461.79,56+,East,Clothing
18224,02/01/2021 19:12,48,39,1,75.08,Not Returned,Online,75.08,56+,West,Accessories
18225,06/01/2021 02:40,30,42,2,40.65,Not Returned,Online,81.3,46-55,East,Footwear
18226,10/01/2021 21:43,45,17,1,48.47,Not Returned,In-Store,48.47,26-35,North,Accessories
18227,03/01/2021 15:17,43,2,2,25.34,Not Returned,Online,50.68,46-55,West,Clothing
18228,04/01/2021 09:24,27,28,1,39.54,Not Returned,In-Store,39.54,36-45,North,Footwear
18229,10/01/2021 14:17,1,43,4,79.74,Not Returned,Online,318.96,46-55,West,Clothing
18230,07/01/2021 02:30,66,21,4,35.5,Not Returned,Online,142,46-55,South,Clothing
18231,03/01/2021 05:10,59,39,1,61.05,Not Returned,Online,61.05,46-55,North,Accessories
18232,10/01/2021 03:57,98,1,4,62.75,Not Returned,Online,251,26-35,East,Accessories
18233,08/01/2021 22:36,8,35,5,45.41,Not Returned,Online,227.05,,West,Footwear
18234,11/01/2021 02:21,81,48,4,38.74,Not Returned,In-Store,154.96,56+,West,Footwear
18235,02/01/2021 18:51,100,29,3,54.65,Not Returned,Online,163.95,18-25,West,Foot wear
18236,05/01/2021 19:02,7,23,2,63.95,Not Returned,Online,127.9,,North,Clothing
18237,10/01/2021 15:14,60,9,2,38.04,Not Returned,In-Store,76.08,26-35,West,Foot wear
18238,01/01/2021 18:22,90,41,5,49.83,Not Returned,Online,249.15,36-45,North,Accessories
18239,06/01/2021 09:10,18,43,5,43.8,Not Returned,In-Store,219,56+,East,Clothing
18240,04/01/2021 20:39,68,30,2,65.63,Not Returned,Online,131.26,26-35,North,Clothing
18241,03/01/2021 00:29,16,33,1,22.1,Not Returned,Online,22.1,26-35,West,Accessories
18242,09/01/2021 07:16,34,19,2,68,Not Returned,In-Store,136,18-25,North,Foot wear
18243,09/01/2021 10:26,16,18,5,75.92,Not Returned,Online,379.6,26-35,West,Footwear
1824,10/01/2021 05:51,88,33,1,39.88,Not Returned,Online,39.88,18-25,North,Accessories
18244,02/01/2021 03:54,67,34,3,22.86,Not Returned,In-Store,68.58,26-35,South,Footwear
18245,09/01/2021 23:13,62,16,5,52.92,Not Returned,Online,264.6,46-55,East,Footwear
18246,02/01/2021 11:44,51,45,1,98,Not Returned,Online,98,46-55,East,Footwear
18247,04/01/2021 09:27,61,42,3,76.19,Not Returned,On line,228.57,26-35,East,Footwear
18248,05/01/2021 20:22,84,49,5,36.55,Not Returned,Online,182.75,56+,West,Footwear
18249,06/01/2021 04:33,95,35,3,25.04,Not Returned,On line,75.12,18-25,North,Footwear
18250,07/01/2021 02:32,93,24,7,68.92,Not Returned,In-Store,482.44,36-45,North,Accessories
18251,11/01/2021 04:29,53,37,5,84.77,Not Returned,In-Store,423.85,46-55,East,Footwear
18252,06/01/2021 11:44,40,16,7,67.12,Not Returned,Online,469.84,26-35,East,Footwear
18253,01/01/2021 16:40,28,49,4,77.94,Not Returned,In-Store,311.76,26-35,South,Footwear
1825,06/01/2021 07:41,45,39,2,47.65,Not Returned,Online,95.3,26-35,North,Accessories
18254,09/01/2021 23:21,29,13,4,97.4,Not Returned,Online,389.6,46-55,East,Footwear
18255,04/01/2021 06:19,53,44,3,63.01,Not Returned,Online,189.03,46-55,East,Accessories
18256,11/01/2021 07:30,40,15,3,20.3,Not Returned,Online,60.9,26-35,East,Footwear
18257,04/01/2021 19:04,39,45,2,45.06,Not Returned,Online,90.12,18-25,West,Footwear
18258,01/01/2021 13:17,76,35,1,62.33,Not Returned,Online,62.33,26-35,West,Footwear
18259,06/01/2021 00:42,64,37,3,25.15,Not Returned,Online,75.45,26-35,South,Footwear
18261,04/01/2021 09:46,72,32,5,27.11,Not Returned,In-Store,135.55,56+,South,Clothing
1826,10/01/2021 01:36,2,2,6,24.29,Not Returned,Online,145.74,56+,East,Clothing
18262,03/01/2021 02:34,13,48,1,31.58,Not Returned,Online,31.58,56+,North,Footwear
18263,03/01/2021 22:21,42,25,3,45.98,Not Returned,In-Store,137.94,18-25,East,Clothing
18264,07/01/2021 09:48,6,28,7,46.34,Not Returned,Online,324.38,26-35,South,Footwear
18265,06/01/2021 01:12,31,36,4,36.99,Not Returned,Online,147.96,36-45,South,Clothing
18266,08/01/2021 18:59,48,33,5,62.59,Not Returned,In-Store,312.95,56+,West,Accessories
18267,06/01/2021 07:17,88,13,2,70.86,Not Returned,Online,141.72,18-25,North,Footwear
18268,07/01/2021 23:51,61,11,3,86.26,Not Returned,In-Store,258.78,26-35,East,Clothing
18269,03/01/2021 22:12,82,4,7,61.15,Not Returned,Online,428.05,18-25,South,Clothing
18270,03/01/2021 12:40,48,10,4,53.12,Not Returned,In-Store,212.48,56+,West,Footwear
18271,02/01/2021 12:24,77,44,4,30.02,Not Returned,On line,120.08,18-25,West,Accessories
18272,07/01/2021 03:50,22,2,3,26.14,Not Returned,In-Store,78.42,56+,North,Clothing
18273,06/01/2021 23:36,98,18,5,59.05,Not Returned,Online,295.25,26-35,East,Footwear
18274,02/01/2021 00:18,86,33,6,73.19,Not Returned,Online,439.14,18-25,East,Accessories
18276,02/01/2021 01:34,43,33,1,27.38,Not Returned,In-Store,27.38,46-55,West,Accessories
18277,03/01/2021 13:18,43,31,2,32.42,Not Returned,Online,64.84,46-55,West,Clothing
18278,06/01/2021 21:47,33,15,5,58.07,Not Returned,Online,290.35,46-55,East,Footwear
18281,09/01/2021 05:34,73,10,4,62.17,Not Returned,In-Store,248.68,56+,West,Footwear
18282,06/01/2021 18:43,48,48,6,80.79,Not Returned,In-Store,484.74,56+,West,Footwear
18283,11/01/2021 09:20,20,49,3,58.74,Not Returned,Online,176.22,46-55,North,Footwear
18284,09/01/2021 03:09,75,19,6,63.08,Not Returned,Online,378.48,56+,West,Foot wear
1828,04/01/2021 02:31,43,47,7,86.08,Not Returned,Online,602.56,46-55,West,Footwear
18285,08/01/2021 14:09,52,43,5,21.46,Not Returned,Online,107.3,46-55,East,Clothing
18286,11/01/2021 00:41,13,45,5,60.64,Not Returned,Online,303.2,56+,North,Footwear
18287,02/01/2021 12:10,9,47,3,29.67,Not Returned,In-Store,89.01,36-45,East,Footwear
18288,04/01/2021 20:38,83,29,7,70.93,Not Returned,In-Store,496.51,56+,East,Foot wear
18289,05/01/2021 03:20,98,22,5,39.07,Not Returned,In-Store,195.35,26-35,East,Clothing
18290,06/01/2021 14:42,72,26,3,93.19,Not Returned,Online,279.57,56+,South,Footwear
1829,10/01/2021 14:23,67,11,3,60.3,Not Returned,Online,180.9,26-35,South,Clothing
18291,05/01/2021 00:56,84,22,1,63.41,Not Returned,Online,63.41,56+,West,Clothing
18292,08/01/2021 11:11,47,18,3,70.44,Not Returned,Online,211.32,26-35,East,Footwear
18293,06/01/2021 23:40,84,17,1,45.02,Not Returned,In Store,45.02,56+,West,Accessories
18294,07/01/2021 03:39,90,44,2,50.08,Not Returned,Online,100.16,36-45,North,Accessories
18295,02/01/2021 01:58,52,38,5,94.88,Not Returned,In-Store,474.4,46-55,East,Footwear
18296,06/01/2021 03:10,74,41,1,64.56,Not Returned,Online,64.56,26-35,West,Accessories
18297,01/01/2021 04:34,16,17,5,47.71,Not Returned,Online,238.55,26-35,West,Accessories
18298,08/01/2021 18:05,42,14,4,69.35,Not Returned,Online,277.4,18-25,East,Clothing
18299,08/01/2021 19:48,66,29,2,95.2,Not Returned,Online,190.4,46-55,South,Foot wear
18300,05/01/2021 07:09,46,20,7,97.36,Not Returned,Online,681.52,18-25,West,Clothing
18303,03/01/2021 19:13,57,36,6,51.56,Not Returned,Online,309.36,46-55,North,Clothing
18305,03/01/2021 03:20,35,49,2,31.99,Not Returned,In-Store,63.98,36-45,East,Footwear
18306,11/01/2021 02:44,77,1,1,60.3,Not Returned,Online,60.3,18-25,West,Accessories
18307,07/01/2021 03:59,1,19,2,76.33,Not Returned,In-Store,152.66,46-55,West,Footwear
18309,01/01/2021 02:16,1,40,2,61.34,Not Returned,Online,122.68,46-55,West,Accessories
18310,11/01/2021 06:18,97,35,5,57.18,Not Returned,In-Store,285.9,56+,East,Footwear
18311,05/01/2021 06:00,96,10,1,20.34,Not Returned,Online,20.34,36-45,North,Footwear
18313,05/01/2021 21:35,66,45,1,69.7,Not Returned,Online,69.7,46-55,South,Footwear
18314,08/01/2021 05:54,66,46,6,81.93,Not Returned,In Store,491.58,46-55,South,Clothing
18315,06/01/2021 18:12,92,30,2,36.97,Not Returned,Online,73.94,18-25,South,Clothing
18316,03/01/2021 19:42,24,36,5,91.03,Not Returned,In-Store,455.15,18-25,South,Clothing
18318,07/01/2021 05:53,13,9,5,85.61,Not Returned,In-Store,428.05,56+,North,Foot wear
1831,09/01/2021 06:24,20,9,6,94.59,Not Returned,In-Store,567.54,46-55,North,Foot wear
18319,06/01/2021 19:50,73,34,1,71.23,Not Returned,In-Store,71.23,56+,West,Footwear
1832,09/01/2021 05:24,26,19,5,64.18,Not Returned,On line,320.9,36-45,East,Acessories
18322,08/01/2021 02:43,77,47,5,44.52,Not Returned,In-Store,222.6,18-25,West,Footwear
18323,08/01/2021 00:00,90,40,3,95.61,Not Returned,In-Store,286.83,36-45,North,Accessories
18324,08/01/2021 19:35,78,4,7,26.46,Not Returned,Online,185.22,46-55,South,Clothing
18325,05/01/2021 08:04,73,7,6,46.78,Not Returned,In-Store,280.68,56+,West,Footwear
18326,05/01/2021 10:56,13,11,2,92.72,Not Returned,In Store,185.44,56+,North,Clothing
18328,01/01/2021 10:53,24,34,4,83.93,Not Returned,In-Store,335.72,18-25,South,Footwear
18329,09/01/2021 10:44,19,37,3,51.24,Not Returned,Online,153.72,18-25,East,Footwear
18330,02/01/2021 16:49,16,9,5,47.68,Not Returned,In-Store,238.4,26-35,West,Foot wear
18331,06/01/2021 09:03,81,26,4,37.88,Not Returned,On line,151.52,56+,West,Footwear
1833,03/01/2021 15:50,3,18,5,60.88,Not Returned,In-Store,304.4,36-45,North,Footwear
18332,09/01/2021 21:46,32,1,5,83.31,Not Returned,Online,416.55,46-55,East,Accessories
18333,05/01/2021 15:23,26,23,3,55.17,Not Returned,Online,165.51,36-45,East,Clothing
18335,10/01/2021 15:41,4,49,4,21.51,Not Returned,Online,86.04,56+,West,Footwear
18336,09/01/2021 23:29,51,37,7,88.23,Not Returned,Online,617.61,46-55,East,Footwear
18339,06/01/2021 01:17,69,6,1,80.77,Not Returned,In-Store,80.77,46-55,South,Accessories
1834,11/01/2021 01:57,62,16,2,63.1,Not Returned,On line,126.2,46-55,East,Footwear
18341,10/01/2021 14:37,74,9,2,90.86,Not Returned,Online,181.72,26-35,West,Foot wear
18342,03/01/2021 21:50,52,48,2,59.2,Not Returned,Online,118.4,46-55,East,Footwear
18344,02/01/2021 15:01,59,4,5,36.03,Not Returned,Online,180.15,46-55,North,Clothing
18345,01/01/2021 23:45,26,4,5,31.6,Not Returned,On line,158,36-45,East,Clothing
18346,09/01/2021 01:27,19,4,4,42.12,Not Returned,Online,168.48,18-25,East,Clothing
18348,02/01/2021 08:19,35,22,1,86.93,Not Returned,In-Store,86.93,36-45,East,Clothing
18349,09/01/2021 15:34,4,31,6,89.61,Not Returned,Online,537.66,56+,West,Clothing
18351,06/01/2021 16:39,57,7,4,40.91,Not Returned,In-Store,163.64,46-55,North,Footwear
18352,01/01/2021 17:39,32,25,2,24.59,Not Returned,Online,49.18,46-55,East,Clothing
18353,07/01/2021 21:08,8,5,2,26.91,Not Returned,In-Store,53.82,,West,Clothing
18354,09/01/2021 07:13,56,17,6,21.63,Not Returned,Online,129.78,18-25,East,Accessories
1835,11/01/2021 04:40,28,49,1,33.42,Not Returned,In-Store,33.42,26-35,South,Footwear
18355,01/01/2021 20:58,36,45,3,81.96,Not Returned,In-Store,245.88,56+,East,Footwear
18356,03/01/2021 04:03,4,1,5,20.98,Not Returned,Online,104.9,56+,West,Accessories
18357,05/01/2021 08:05,92,46,7,64.95,Not Returned,Online,454.65,18-25,South,Clothing
18358,03/01/2021 08:13,2,27,6,87.48,Not Returned,On line,524.88,56+,East,Footwear
18359,03/01/2021 02:19,73,13,4,85.19,Not Returned,Online,340.76,56+,West,Footwear
18360,05/01/2021 11:59,14,22,4,49.92,Not Returned,In-Store,199.68,26-35,East,Clothing
1836,10/01/2021 05:10,38,12,3,35.89,Not Returned,Online,107.67,56+,South,Clothing
18361,10/01/2021 08:37,66,6,6,28.32,Not Returned,Online,169.92,46-55,South,Accessories
18362,07/01/2021 19:03,81,41,4,93.66,Not Returned,In-Store,374.64,56+,West,Accessories
18363,10/01/2021 01:41,86,26,7,38.37,Not Returned,Online,268.59,18-25,East,Footwear
18366,01/01/2021 02:03,44,49,2,99.59,Not Returned,In-Store,199.18,26-35,East,Footwear
18367,10/01/2021 08:14,90,11,5,85.39,Not Returned,Online,426.95,36-45,North,Clothing
18369,10/01/2021 08:15,3,27,3,21.58,Not Returned,On line,64.74,36-45,North,Footwear
18371,05/01/2021 15:32,76,34,4,54.11,Not Returned,In-Store,216.44,26-35,West,Footwear
1837,08/01/2021 10:20,62,18,7,54.87,Not Returned,In-Store,384.09,46-55,East,Footwear
18372,05/01/2021 07:24,35,9,5,56.5,Not Returned,Online,282.5,36-45,East,Foot wear
18374,04/01/2021 00:01,9,43,4,42.07,Not Returned,In-Store,168.28,36-45,East,Clothing
18376,05/01/2021 22:19,29,29,5,26.81,Not Returned,In-Store,134.05,46-55,East,Foot wear
18377,10/01/2021 04:36,2,13,5,57.11,Not Returned,Online,285.55,56+,East,Footwear
18378,01/01/2021 08:55,84,26,7,42.98,Not Returned,In-Store,300.86,56+,West,Footwear
18379,05/01/2021 13:00,29,39,2,81.92,Not Returned,Online,163.84,46-55,East,Accessories
18380,05/01/2021 23:27,79,19,1,65.8,Not Returned,In-Store,65.8,46-55,South,Foot wear
18381,11/01/2021 03:02,60,20,3,68.76,Not Returned,In-Store,206.28,26-35,West,Clothing
18382,09/01/2021 16:54,43,48,3,90.16,Not Returned,Online,270.48,46-55,West,Footwear
18383,06/01/2021 20:09,9,33,2,35.67,Not Returned,Online,71.34,36-45,East,Accessories
1838,04/01/2021 17:09,87,40,1,31.85,Not Returned,In-Store,31.85,18-25,South,Accessories
18384,11/01/2021 06:23,62,41,3,50.21,Not Returned,Online,150.63,46-55,East,Accessories
18385,10/01/2021 06:44,85,28,3,22.16,Not Returned,In-Store,66.48,18-25,North,Footwear
18386,07/01/2021 10:55,76,4,7,70.65,Not Returned,Online,494.55,26-35,West,Clothing
18387,06/01/2021 01:02,39,7,5,49.66,Not Returned,Online,248.3,18-25,West,Footwear
18388,08/01/2021 09:04,15,15,2,87.5,Not Returned,In-Store,175,46-55,West,Footwear
18389,03/01/2021 07:15,49,39,2,98.37,Not Returned,In-Store,196.74,26-35,West,Accessories
18390,11/01/2021 08:33,45,48,5,62.11,Not Returned,Online,310.55,26-35,North,Footwear
18391,11/01/2021 04:37,48,19,4,39.76,Not Returned,Online,159.04,56+,West,Foot wear
18392,05/01/2021 20:34,96,32,7,70.46,Not Returned,On line,493.22,36-45,North,Clothing
1839,06/01/2021 13:07,19,25,2,97.39,Not Returned,Online,194.78,18-25,East,Clothing
18393,06/01/2021 07:02,90,3,4,81.08,Not Returned,In-Store,324.32,36-45,North,Footwear
18394,02/01/2021 11:19,15,36,1,37.34,Not Returned,Online,37.34,46-55,West,Clothing
18395,02/01/2021 16:35,77,40,1,81.58,Not Returned,Online,81.58,18-25,West,Accessories
18396,09/01/2021 20:27,79,18,3,31.9,Not Returned,In-Store,95.7,46-55,South,Footwear
18397,08/01/2021 15:39,57,15,2,83.47,Not Returned,Online,166.94,46-55,North,Footwear
18398,02/01/2021 07:19,63,12,4,78.36,Not Returned,In-Store,313.44,56+,East,Clothing
18399,06/01/2021 02:22,4,46,5,32.5,Not Returned,In-Store,162.5,56+,West,Clothing
18400,08/01/2021 09:18,58,20,5,75.63,Not Returned,In-Store,378.15,26-35,West,Clothing
18401,07/01/2021 22:01,45,14,1,96.41,Not Returned,In-Store,96.41,26-35,North,Clothing
1840,11/01/2021 06:58,38,20,2,49.98,Not Returned,Online,99.96,56+,South,Clothing
18402,09/01/2021 04:03,41,16,4,83.14,Not Returned,Online,332.56,46-55,East,Footwear
18403,10/01/2021 13:22,45,34,5,93.64,Not Returned,Online,468.2,26-35,North,Footwear
18404,05/01/2021 03:38,38,43,4,45.59,Not Returned,Online,182.36,56+,South,Clothing
18405,02/01/2021 04:17,58,28,3,20.62,Not Returned,In-Store,61.86,26-35,West,Footwear
18406,10/01/2021 11:34,87,4,4,79.46,Not Returned,Online,317.84,18-25,South,Clothing
18407,06/01/2021 16:22,4,10,3,43.1,Not Returned,Online,129.3,56+,West,Footwear
18408,04/01/2021 08:46,99,14,6,94.47,Not Returned,In-Store,566.82,26-35,South,Clothing
18409,07/01/2021 18:21,34,35,4,94.66,Not Returned,In-Store,378.64,18-25,North,Footwear
18410,08/01/2021 14:20,63,39,5,31.55,Not Returned,In-Store,157.75,56+,East,Accessories
18411,01/01/2021 22:41,6,18,5,56.77,Not Returned,Online,283.85,26-35,South,Footwear
1841,03/01/2021 14:52,50,17,3,22.59,Not Returned,Online,67.77,46-55,South,Accessories
18412,07/01/2021 10:19,98,16,4,70.27,Not Returned,In-Store,281.08,26-35,East,Footwear
18413,01/01/2021 03:51,94,3,2,62.67,Not Returned,Online,125.34,36-45,West,Footwear
18414,08/01/2021 21:18,54,30,4,99.7,Not Returned,In-Store,398.8,56+,East,Clothing
18415,02/01/2021 18:06,7,16,3,48.63,Not Returned,In-Store,145.89,,North,Footwear
18416,09/01/2021 06:08,42,34,6,82.26,Not Returned,Online,493.56,18-25,East,Footwear
18417,02/01/2021 14:41,28,45,5,38.58,Not Returned,In-Store,192.9,26-35,South,Footwear
18418,07/01/2021 17:10,33,9,4,34.76,Not Returned,Online,139.04,46-55,East,Foot wear
18419,11/01/2021 00:49,85,26,3,91.61,Not Returned,Online,274.83,18-25,North,Footwear
